true_labels,predicted_labels,scores
0,1.0,0.5188403
0,1.0,0.50386643
0,1.0,0.55651927
0,1.0,0.50022805
0,1.0,0.67719305
0,1.0,0.5741712
0,1.0,0.5097403
1,1.0,0.84624356
0,1.0,0.7076688
0,1.0,0.6404958
0,1.0,0.5967193
0,1.0,0.577382
0,1.0,0.57790315
0,1.0,0.7886714
1,1.0,0.8925141
0,1.0,0.59326196
0,1.0,0.57320833
0,1.0,0.55088973
0,1.0,0.5889521
0,1.0,0.6607827
0,1.0,0.59633195
0,0.0,0.2511384
0,1.0,0.53697205
0,0.0,0.45089626
0,1.0,0.7574434
1,1.0,0.67306393
0,1.0,0.5355544
0,0.0,0.47855043
0,1.0,0.5718273
0,0.0,0.487043
0,1.0,0.79404247
0,1.0,0.5340159
0,1.0,0.519904
0,0.0,0.49070305
0,1.0,0.5376122
0,0.0,0.40849614
0,1.0,0.57117605
0,1.0,0.5219428
0,1.0,0.7204683
1,1.0,0.9318037
0,0.0,0.44701844
0,1.0,0.6139015
0,1.0,0.57234335
0,0.0,0.40682122
0,1.0,0.5079105
0,1.0,0.7633818
0,0.0,0.41612956
0,1.0,0.5838335
1,1.0,0.7270962
0,0.0,0.4966389
0,1.0,0.6110233
0,1.0,0.56941545
0,1.0,0.52414083
0,1.0,0.5714529
0,1.0,0.503271
0,0.0,0.41629153
0,0.0,0.46317002
0,1.0,0.58371246
1,1.0,0.9104361
1,1.0,0.5507264
0,1.0,0.53225935
0,1.0,0.66864616
0,1.0,0.59227836
0,1.0,0.6456249
1,1.0,0.5522003
0,0.0,0.3285339
0,1.0,0.7771197
0,1.0,0.5648875
0,1.0,0.5813678
0,1.0,0.6318451
0,1.0,0.6373011
0,0.0,0.47516617
0,1.0,0.531317
0,1.0,0.7862066
0,1.0,0.5040743
1,1.0,0.9579228
0,1.0,0.5287652
0,1.0,0.5724491
0,1.0,0.52555215
0,1.0,0.5851737
0,1.0,0.5793507
0,1.0,0.53405774
0,1.0,0.52561164
0,1.0,0.5618861
1,1.0,0.8499026
0,1.0,0.5211038
0,1.0,0.6015426
0,1.0,0.5717511
0,1.0,0.75368875
0,1.0,0.690111
0,1.0,0.5247996
0,1.0,0.53616595
0,1.0,0.61634433
0,0.0,0.4687194
0,1.0,0.621721
0,0.0,0.37078992
0,1.0,0.54470766
0,0.0,0.4971301
0,1.0,0.5511248
0,1.0,0.5565324
0,1.0,0.6999996
0,0.0,0.47071552
0,1.0,0.5033897
0,0.0,0.36744225
0,1.0,0.65680325
0,1.0,0.54285693
0,1.0,0.7246988
1,1.0,0.8445426
0,1.0,0.66818976
0,1.0,0.71862733
1,1.0,0.8716248
0,1.0,0.5584383
0,1.0,0.6548557
0,1.0,0.74624825
0,1.0,0.5145806
0,1.0,0.61541176
0,1.0,0.57313764
0,1.0,0.77552694
0,1.0,0.5501728
0,1.0,0.58949876
0,1.0,0.61787534
0,1.0,0.51797956
0,1.0,0.5495881
1,1.0,0.7010608
0,1.0,0.6139802
0,1.0,0.6395328
0,1.0,0.5972422
0,1.0,0.6056657
0,0.0,0.46178877
0,1.0,0.58140516
0,1.0,0.51195025
1,1.0,0.82107836
0,1.0,0.69807243
0,1.0,0.53403354
0,1.0,0.54631317
0,0.0,0.4763299
0,1.0,0.706004
0,1.0,0.5339949
0,1.0,0.5174619
0,1.0,0.5694876
0,1.0,0.5842166
0,0.0,0.4661202
0,1.0,0.55678093
0,1.0,0.77827287
1,1.0,0.88497764
0,1.0,0.63223314
1,1.0,0.8657407
1,1.0,0.90458876
0,1.0,0.5757741
0,0.0,0.48385608
0,1.0,0.5433278
0,0.0,0.28354028
1,1.0,0.6867353
1,1.0,0.8505083
0,1.0,0.6860534
0,1.0,0.52224183
0,1.0,0.60383403
0,1.0,0.6290155
0,1.0,0.58816624
0,1.0,0.52104664
0,1.0,0.60745406
0,1.0,0.5701538
1,1.0,0.85449004
0,1.0,0.5116453
0,1.0,0.5965601
0,1.0,0.62480205
0,1.0,0.8639005
0,1.0,0.5481941
0,1.0,0.65775645
0,1.0,0.5395037
1,1.0,0.9160691
0,1.0,0.62642646
0,1.0,0.6368238
0,1.0,0.5652329
0,1.0,0.58660126
